"Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
12.9568733556375,0.445460935267573,0.862561260894605,4.72913769263462,3.59105826085168,3.87266524709191,6.72052014069049,7.98414763581726,7.78239423286315,9.33049884689666,11.674721595126,11.6010238865951,11.601521281953,13.4594925448304,13.3413322729208,16.2144664436024,14.3482973519877,16.4340235348884,18.2715283579923,20.8109541079596,20.8994649331902
16.626896409524,0.234288940963196,1.9563428680837,3.17239024114726,4.79649338061759,5.89248428609073,6.40540061783557,6.16485837777616,8.63615800820727,9.03039122162864,11.4724697002465,11.2527903006993,12.7536539277387,14.0660592258231,16.561130274943,14.0033173970873,15.5030043714702,16.08277454416,17.8328195819587,20.7840209151775,19.4160478158164
35.7081600253321,0.353305638689613,4.3935301739161,4.02596319970137,4.72292322656204,4.14345475003118,6.43606935696661,6.58972351716211,9.92807250701929,10.6546022003741,8.06373479198373,10.9443146814431,11.5559668177561,10.7763153882717,12.778994637207,15.2492159120378,14.8958608823644,17.041221744043,17.1232438670417,17.4126870172557,20.3770298517917
10.8254788010947,-0.0275308537428434,3.24444013015039,2.72228177391878,3.24202890635129,2.73457518568576,5.79296771134858,6.72335588581699,7.96831269299547,8.64009933098305,10.5944357527308,10.7188163059619,13.4599128836584,12.9156822042726,14.7897647033321,17.1964273017654,13.8255039689695,17.3487412965565,17.5443098912209,17.9099722082562,19.5211327829824
18.9092304155702,0.319101928539186,1.23278694260869,3.27206081585039,1.96009034161412,5.76637205723605,5.78652216246708,7.55368312278105,9.10546980703207,7.38472002892376,9.27859317244264,13.2578057570428,11.7958310981404,12.0230181303267,13.9166236107047,15.1530311188176,13.5921973933492,17.1002304411433,17.9220411858528,20.779793150601,20.3556551458796
26.2592408583203,-0.433610661323371,-0.951514753920991,1.42585054664138,3.49111362318041,5.9628773187356,6.24098858574676,8.08703534861159,7.5986079428586,9.43874972477302,8.41888306255742,10.682861368121,11.4534740008507,12.8955977128534,15.0406401035689,15.4094128127398,14.6340775878074,17.6817342177704,18.6245531415004,18.3614269501376,18.8426886302814
31.929391264907,1.8954935124951,2.32923919453182,3.14791457451534,4.72913736469898,5.46929758238538,4.30086135834312,6.34842836275768,7.90192353401626,10.5313288798958,10.3730148585864,11.5449648860253,12.1521219429403,14.2177510225834,16.0639218243995,15.1108993177275,14.2131609566065,16.5428181394612,17.09063218412,18.3345174189341,17.4721663678605
29.0673613678903,0.760938729515211,1.69423838937688,2.83889958878174,4.81526595816132,5.73728516356938,7.52802863012406,6.68490970358491,8.16180165723536,8.20308687484847,9.81895522117372,10.3391540698684,12.0945095600307,12.7778222514955,15.2871572526275,17.2257949527364,16.5026704356234,16.4101478343463,17.5140407753118,19.8466856801546,19.6957301335757
39.7344267400728,2.00040381287092,1.28746568859174,3.55240879240265,5.17467553659151,3.79047369467983,5.70209624977479,6.81305419019361,6.80422418853385,8.63862020881731,10.0615896822663,11.7536514910532,11.7629138235875,13.1830003640749,13.3886486202186,14.5000963126474,16.5543364742024,16.5509210406185,17.5752008916258,19.9693712742189,21.099501667734
20.9914826171522,0.967410020163851,2.29224780172689,1.84912673876061,2.89742279324388,6.23107795114116,6.51732540420538,7.02687074939391,10.3633571593631,8.51398440782198,10.9780122509672,12.012033440227,11.496829195433,12.693735929716,14.1709080895476,14.6204878056209,15.4796025639572,15.8785459223413,18.2032940742542,20.0376316741156,18.1290142074665
29.5511043317924,2.59294707621239,3.73894209134024,2.76127274777837,3.75465152345846,5.65368453567172,7.34245906337204,7.58961966100303,7.00641300870409,7.86581018653024,11.0506875095057,11.2179304006702,12.375054999643,11.8414964202128,13.2742139845216,14.5347748561322,15.155800054759,16.8760491792658,18.3118673109911,19.0150264183526,19.8466472738153
37.8950657628206,1.86019743227798,1.99742857575417,2.65646333658733,4.54997887504047,5.63541042225231,7.96391384919623,6.42686458795278,7.84691603436857,7.59326007989702,9.18999441053163,10.932097460268,12.6552800695534,12.3120405277819,12.612440454762,14.4684821319453,16.0343869622222,17.6802497512147,17.8589506540268,19.1890718623839,20.3835751731247
35.2787286044398,1.53836976756408,1.99553568336298,3.52946477909249,3.25066324787722,5.53771729904957,5.36700856623756,7.1487392569192,6.1764298088076,8.38053173083994,10.7270565979659,10.0359254371314,11.9911129955703,11.5296215019341,16.0402850197948,15.3440180392102,17.2270028392692,15.7219797941174,17.1781251275554,20.4850353611363,20.1938732110445
44.1081171704035,1.17524573781674,3.56199313824202,2.24382491673715,3.34788603638594,6.18019131907331,5.89738072060737,7.85179891062153,7.79390426369524,9.22698817482086,8.0809786463571,9.21463786650073,12.0928625698658,11.3398905866346,14.4388150263133,17.3279392724044,15.6681042208415,15.8494053260484,17.5126524789613,18.978420927226,18.8269003020637
46.6720500824039,2.64589814017451,1.61949404508815,0.459232420305678,4.44181713266742,3.42871445849406,4.33037460818487,5.31706108987473,6.05884887523091,9.40468386380092,9.52829931988605,8.83629729597436,10.7501782702344,12.959781523156,14.2893149176722,15.8685230783214,16.0499896998416,15.9016441738026,18.385983156389,18.3682666412326,18.8514043091739
33.7034566036628,0.871112060147961,1.36711421577632,3.60840833090624,3.47087765095865,4.95680671447694,6.2578905409854,7.51936823582353,7.20547285443083,8.6547078922317,9.65624825761932,11.5848447907663,11.9509672174718,14.1755976033222,13.4733097522038,14.6401890475579,16.621038189543,17.7041205425185,15.4581860122693,19.3062722063115,19.4774164859864
22.5549199581634,-0.995503979704365,2.13701913795255,2.54526191566259,4.17133777157752,5.13697656870942,5.9169476411416,6.28139240229044,7.63608995224615,10.1528287728023,9.64613897018743,10.5937278424065,9.47942749212738,12.5511162260961,14.3471700603674,15.1151145162435,16.3687738957369,17.5013240012223,17.9948216287614,18.5704256702701,21.0643614634363
33.0134500626758,1.71463938940508,0.274686941359541,3.7287662893097,4.1165150571319,6.29732483341246,6.52376083073865,7.85387919184852,8.26854735197173,8.88869128207708,10.3583051660228,11.1258124109937,11.849271176552,12.3877498791107,13.9696995582291,14.3585120390575,16.0672698279817,18.2299314392552,16.8513425457726,16.3125103776827,20.3100917049849
44.9747482201136,1.49169956295882,3.22290580850524,3.5398800148387,4.59053681438214,6.85076619146239,6.17241582751567,6.93766880489416,5.08366342250529,8.25959262739025,8.21109868752146,10.7569760798331,12.4399101066681,12.6539412506698,12.7115473235737,15.1859032429467,16.6891455269858,15.7313703764356,19.2957227353276,19.7569960460756,19.2105833975603
19.9578434685379,-1.11881259117686,4.19604004019626,3.92500774448675,3.28914706222053,4.41379477708096,4.14606885746582,6.59780582286999,7.72914104997687,9.03705413275156,8.3908489203187,12.407488275475,13.2028889494494,13.9598790274004,13.1454644854187,16.0504939247217,14.2186011293671,16.5685287003111,18.154855671711,19.3747114465178,20.1397589769752
38.4228071253448,2.13131845477581,1.63147667663224,3.89485050847857,5.74410233789987,5.77364666951196,5.00135949162776,7.49930832900489,7.52087116378956,10.0961172316618,10.9859691494618,9.1574239372399,13.4144196883223,12.9298638164251,13.8660146020726,14.3354252675294,16.8070110959783,17.5172392023107,18.1743178451137,18.9713006078136,20.368886400857
27.8271275199263,-0.20821528021287,2.92591068631999,2.8203712251388,3.57527447249032,4.79162290209541,5.04636929501938,6.86505677607395,8.74167007144581,9.72129279603202,9.43104656181994,10.5183837874578,12.4463181090649,13.6442696164934,13.1931830941996,13.1595164403438,16.0629730710178,18.0698888671319,15.9425185152712,17.2318717670789,19.6323393377386
40.2166233772615,1.29586591859379,1.51052222339625,1.65791444049292,3.58751477286387,4.68471388015832,6.81081761923684,6.73522058011304,7.59020056652739,8.79991872130172,8.93296937551287,12.1643326703167,11.4827176368913,15.4392650185057,15.6533678432375,14.8528211125834,16.7978128289893,16.9330254929504,19.1944630231837,18.4526170641883,19.8769939433568
36.0109166702081,1.07526869006488,2.20755235359194,2.18510750676203,3.8507549446754,4.95902539390673,4.52677259149695,6.23616306672886,7.978877673846,8.1537955770789,9.72648692052592,11.4536738994166,13.1727758925676,14.0114732959421,12.8923791987884,14.8036910615161,16.2874035045148,17.5329454256938,18.6818027432084,19.8774226128606,20.0179922598659
35.1557642122682,1.196160248308,2.39812779827483,3.57154389908076,4.04904833507204,4.78450832777307,6.82426736748296,6.57262342198176,7.64456832598724,10.6174893061795,10.5118432094852,12.3601576993677,12.9279193658592,13.064127855303,13.2129893006968,14.8983058889979,16.4261272929162,17.217073615172,17.8828588586851,18.8324635640635,20.1464343895881
26.9914616196435,0.687241100258646,3.15603750967308,3.03043834759172,3.87007605607515,4.96289284352982,7.53319383112154,6.10114021590349,8.87703321800306,11.082376780895,10.2173347451056,11.7215686693099,12.5539631408272,14.3986201169706,13.6297974323766,16.1387099915137,15.2493770063756,15.2095216591618,17.2734339345605,19.7358476154061,19.6530692931967
41.6820044640113,2.42129014680825,3.24213119154568,2.37965916879478,3.79113794303613,4.93917631373011,5.43219852218645,6.9652492163527,6.80787323185148,8.38536793848032,10.2458168143976,10.8116968845549,11.9212820247839,12.7192884905748,13.8388297973567,15.8114993381011,16.7679167206779,16.2783402292565,17.369150481762,20.8670292536583,21.2133617121614
29.9297538059116,1.68347055050022,2.16590998254376,1.4117716157823,3.5371034359588,4.26382824683607,5.82936846191171,6.94445186404939,6.91052193228378,9.24454421264378,11.1604289470104,11.0152332724438,13.038622187975,13.4870393187855,13.0504115942242,14.7085800943925,15.8866372783289,18.0939406678417,19.0753655625898,19.1174005472716,19.6471562865189
19.7073508504311,-0.0388562911113806,2.71521769445938,2.0645607091692,6.32543063320106,4.45806002648393,7.14183560126791,7.58679247188054,8.51029195451718,9.00886650021558,9.15981510140536,11.7308218812191,12.8337646818599,12.2999148714225,13.8690197321738,16.134166848811,13.9447203568943,17.1853344586874,18.7353552967864,18.7868567124043,21.0231890164645
40.8126762673813,1.01568268940255,1.62159568031789,2.88128823788997,3.15757140851823,5.65867934747487,4.56072664551181,5.59918256041997,8.70624773355236,8.37826211274181,8.00440563252469,10.1753802270224,11.2317803333773,11.9050061317235,13.9381551028449,15.6722309880424,15.4720092083187,15.3345290056846,18.5901845484073,18.683002169059,20.8313929026978
37.4616915515099,-0.243209678343953,2.69548202993535,3.66497927120934,4.17392421205392,5.3059985292847,4.77847481779272,6.86977992246548,8.14830859660458,9.81430582358309,8.61043119096993,12.5405197512751,12.536984661158,12.6725709281353,13.1693058680872,14.4725331336191,17.2624916992374,16.5136254379489,18.3282149158958,19.9307942466008,20.4223906377605
25.5390154155009,1.99185898159433,2.25460357795754,3.23976882186332,3.75531561396979,4.39935491840855,6.83208786499937,7.50492420718727,9.38558548575481,7.06788092675577,10.2253460267104,11.1651897432003,14.452618059315,11.7290780747677,14.8661631980874,16.8704165699423,14.8409707333512,16.152685176185,17.5397053961473,19.5750904308544,19.9366130303537
38.9221312349042,1.86396513959842,2.6700413017034,4.363805972912,4.26445673363933,4.30549241117849,4.14304067163051,7.29869403244102,7.83210359884693,8.61544957001765,9.6582027682783,11.8062082987088,11.8279215707114,14.172551865235,13.4751008317848,15.2971179477229,15.7198899473768,17.7515532404828,17.6027178544001,18.7938253283334,19.1085414075496
36.9329164835069,-0.75503854875554,1.33514510947603,3.22353674234591,4.03095848936582,5.58555984921812,5.10418642327078,9.92585847730211,7.43609114402087,9.22679233981224,8.27106671630641,11.1740456265433,11.5337457893426,12.2980419974876,13.3297520857819,14.4162692338269,17.3452862429957,18.1930383487757,18.6611957739716,18.4651521385283,19.4150085483164
36.268464551971,1.14880821851615,1.62474998948276,3.6104051155819,5.52773124922528,4.10893525410449,6.79073041105631,7.56835518455393,8.26709240101225,9.65493872326413,8.6552900037402,11.0065804613959,12.5386120595669,15.2403147939449,13.0016890015882,14.5542060640465,15.0424692956378,15.7974173629395,16.8838844851444,19.2135398458838,21.1145912365688
35.173494082388,2.11007456035807,2.7522448340809,2.60819445461139,4.39043566261167,5.34795684235589,6.17365607990891,6.76659217568452,7.06092559647463,9.5783393512743,10.3203454004368,12.5761146201658,13.2327679213539,14.335332414654,13.7180615106185,15.731757922627,14.9949738067861,17.1489745003439,17.5454872084518,19.6419706255534,21.0475240343488
24.578560301944,0.817247085616686,2.99655515041986,2.22099920642052,2.38505546197423,4.7675382111917,6.13766478495242,7.64792777979111,6.34712916116251,9.46208885305222,10.0364318554277,10.4989636317716,10.8555797747601,15.0152342449998,13.1484784892114,13.874438032983,14.6360518661301,16.7646317686527,17.9462087359639,19.7141763950446,19.1542525301644
50.0217508710206,0.74481223198869,1.63969633184267,3.0639380609435,4.82106738889657,5.23500802171602,5.02815434822654,7.03940122551778,7.99658085697503,10.4292779752212,8.03110186179762,10.7922304027146,13.4691451657694,11.0025417861762,13.3606428534966,14.927050757402,17.1709690283573,18.4937488502517,18.3919343264151,18.9925110509512,21.7929361882481
34.5700762853673,0.749063312976307,1.32993999432514,4.0971534850129,3.86763001532139,4.50861175034118,7.81093918099169,6.43366013017817,8.55114925726466,9.64255156342579,9.12078901898799,12.0669724447261,12.0801379918413,12.6074166070704,13.7838221726732,14.1880967703828,16.0988676151633,16.2523373023559,16.8751900580398,17.5833188388081,19.1125767836451
38.1827461703609,1.81662095926914,2.47849276112878,5.53319326201348,5.20613241061493,5.99842622516161,7.48816352936955,5.83043185531205,7.7175062880445,9.93063821710111,9.67559748229537,11.3789667165109,11.9958480111804,13.6434754565373,14.0866588220528,16.2277222633197,15.7241936452796,17.747877187909,17.9245564597899,18.3358832880379,18.2775672956591
25.0143560376645,-0.227415337469677,1.4113187907479,2.31012785409198,4.01433764952804,4.97978712708283,6.01182476432577,6.66178821801172,8.60660409362725,8.59767788566838,9.06062051752904,9.33369464693895,13.0145527276087,13.0324375907274,14.245650344924,15.4566294551092,15.5444899175206,16.7083747695292,19.711144487154,17.8176409866985,18.273651909011
32.5199072013662,0.478769887792697,0.954752823399601,3.80367885420634,4.74346577358947,4.8662838043383,4.76645219455764,6.74880972574354,7.24932476121029,10.4488737953238,10.8054452166847,12.0780745187085,11.6618910451468,10.5327216777456,14.9369783431849,17.4340536093313,17.4288885412251,16.2000565280588,16.1820908766735,18.7539623721134,18.9459042685795
21.2612561182546,0.295287551432058,2.55534139880242,4.65778773662102,4.8937135021644,5.38630315454177,4.63933775907592,7.82672568010628,9.56270625041554,8.46200483672398,9.67031897271251,10.4867854534543,13.1723445774067,13.6561172459564,15.2977881266214,15.0674662696102,14.7847552008184,17.1185442023362,16.3552471006659,19.5322310260098,20.2216444410343
43.871388505304,1.68743747018535,3.06552184630196,2.58295673461026,2.85614799933867,4.79505338785133,6.48310186618198,7.9904710688099,8.46954819068126,7.96524588566811,8.80499575944093,11.0703663251259,12.6699921051373,11.9740191154521,13.9870597100831,14.867434351399,16.9661334346965,17.3386425179652,17.7047934483258,18.8486692108876,20.4065222885856
33.6558598076859,1.54759289553518,3.28764954631915,3.33804727512916,5.4183728313842,4.14854058538306,5.72346374449548,7.77648105118944,7.07149007862576,9.99426445832103,10.5777196397059,10.0857182342145,13.3321277766848,13.3992053718674,14.4473814664655,13.3662675491476,15.7972245533672,16.7508228065371,19.0742630516022,17.5651314858244,20.3563979228533
10.1582328757459,-1.06585280355845,2.58347510139384,3.70512678642239,4.55193565852645,5.14465219992675,5.68494478984341,6.1940538043247,11.0809961023422,7.10708694759809,11.0505093389807,10.5415913567114,11.9550604730247,15.0536453603436,14.3235035789601,13.3093953361346,16.8700801401244,16.916375185161,18.1458838456797,19.0490499810798,19.4876540149011
